@attribute Weighted_avg_area_under_ROC numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary string
@attribute measureOutOfBagError numeric

@data

heart,7,9,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,268,29,25,4,0,86.206897,13.793103,0,0.712871,0.232103,0.327668,46.779151,65.858442,28.793911,13.990381,14.80353,0.992893,0.482427,0.510467,16.156157,0.557109,1622.041686,1,16,0.307692,4,0.692308,9,0,0,0.8,1,0.888889,0.932692,0.862069,0.169761,0.830239,0.137931,0.889655,0.862069,0.857193,0.932692,0.601,0.008,0.597555,0.008193,5096158,40181,6482,?,0.16791
heart,7,10,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,268,29,22,7,0,75.862069,24.137931,0,0.493766,0.274069,0.378286,55.237066,76.032129,28.793911,17.9199,10.874011,0.992893,0.617928,0.374966,13.525476,0.466396,1357.927178,0.9375,15,0.461538,6,0.538462,7,0.0625,1,0.714286,0.9375,0.810811,0.903846,0.758621,0.282659,0.717341,0.241379,0.78633,0.758621,0.746194,0.903846,0.609,0.007,0.604666,0.007196,5026055,40181,6482,?,0.175373
heart,8,1,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,23,7,0,76.666667,23.333333,0,0.533333,0.2621,0.38323,52.694245,76.811794,29.906577,19.167693,10.738884,0.996886,0.638923,0.357963,14.602108,0.486737,1466.665164,0.75,12,0.214286,3,0.785714,11,0.25,4,0.8,0.75,0.774194,0.901786,0.766667,0.230952,0.769048,0.233333,0.768889,0.766667,0.766926,0.901786,0.581,0.007,0.577471,0.006974,4946116,40040,6623,?,0.168539
heart,8,2,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,28,2,0,93.333333,6.666667,0,0.866071,0.19,0.257224,38.198804,51.556041,29.906577,10.412431,19.494146,0.996886,0.347081,0.649805,19.714055,0.657135,1980.119366,0.9375,15,0.071429,1,0.928571,13,0.0625,1,0.9375,0.9375,0.9375,0.982143,0.933333,0.067262,0.932738,0.066667,0.933333,0.933333,0.933333,0.982143,0.614,0.006,0.608623,0.006364,5215541,40040,6623,?,0.191011
heart,8,3,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,25,5,0,83.333333,16.666667,0,0.660633,0.270533,0.357274,54.389736,71.609396,29.906577,17.179471,12.727106,0.996886,0.572649,0.424237,14.608891,0.486963,1467.346398,0.9375,15,0.285714,4,0.714286,10,0.0625,1,0.789474,0.9375,0.857143,0.915179,0.833333,0.181548,0.818452,0.166667,0.845295,0.833333,0.830476,0.915179,0.598,0.005,0.592729,0.00593,5057749,40040,6623,?,0.164794
heart,8,4,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,25,5,0,83.333333,16.666667,0,0.657534,0.2784,0.399124,55.9713,79.997535,29.906577,22.957007,6.94957,0.996886,0.765234,0.231652,13.970598,0.465687,1403.235037,1,16,0.357143,5,0.642857,9,0,0,0.761905,1,0.864865,0.839286,0.833333,0.190476,0.809524,0.166667,0.873016,0.833333,0.826479,0.839286,0.565,0.005,0.559544,0.004929,4866730,40040,6623,?,0.161049
heart,8,5,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,24,6,0,80,20,0,0.598214,0.2868,0.352267,57.66009,70.605943,29.906577,16.84241,13.064167,0.996886,0.561414,0.435472,13.584602,0.45282,1364.464785,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.915179,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.915179,0.59,0.011,0.58968,0.011379,5020452,40040,6623,?,0.172285
heart,8,6,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,24,6,0,80,20,0,0.598214,0.2591,0.335493,52.091106,67.243762,29.906577,15.343972,14.562605,0.996886,0.511466,0.48542,15.256182,0.508539,1532.361659,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.9375,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.9375,0.6,0.011,0.599786,0.010724,5093213,40040,6623,?,0.187266
heart,8,7,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,27,3,0,90,10,0,0.8,0.2351,0.310511,47.265994,62.236632,29.906577,13.873567,16.03301,0.996886,0.462452,0.534434,16.980258,0.566009,1705.531329,0.875,14,0.071429,1,0.928571,13,0.125,2,0.933333,0.875,0.903226,0.946429,0.9,0.096429,0.903571,0.1,0.902222,0.9,0.900111,0.946429,0.604,0.01,0.601447,0.010001,5110578,40040,6623,?,0.187266
heart,8,8,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,268,29,23,6,0,79.310345,20.689655,0,0.569307,0.275552,0.366723,55.535907,73.708092,28.793911,16.719876,12.074035,0.992893,0.576547,0.416346,13.422568,0.462847,1347.595439,0.9375,15,0.384615,5,0.615385,8,0.0625,1,0.75,0.9375,0.833333,0.875,0.793103,0.240219,0.759781,0.206897,0.812261,0.793103,0.785789,0.875,0.591,0.009,0.588036,0.009425,4993145,40181,6482,?,0.164179
heart,8,9,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,268,29,23,6,0,79.310345,20.689655,0,0.581731,0.299034,0.385022,60.268726,77.385956,28.793911,18.425501,10.36841,0.992893,0.635362,0.357531,12.159088,0.419279,1220.74498,0.8125,13,0.230769,3,0.769231,10,0.1875,3,0.8125,0.8125,0.8125,0.865385,0.793103,0.211373,0.788627,0.206897,0.793103,0.793103,0.793103,0.865385,0.591,0.008,0.587489,0.008515,4972428,40181,6482,?,0.149254
heart,8,10,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,268,29,24,5,0,82.758621,17.241379,0,0.653938,0.307655,0.385847,62.006178,77.551926,28.793911,19.741221,9.052691,0.992893,0.680732,0.312162,11.957049,0.412312,1200.460731,0.8125,13,0.153846,2,0.846154,11,0.1875,3,0.866667,0.8125,0.83871,0.870192,0.827586,0.168932,0.831068,0.172414,0.830378,0.827586,0.827998,0.870192,0.59,0.008,0.586556,0.007912,4928363,40181,6482,?,0.175373
heart,9,1,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,27,3,0,90,10,0,0.8,0.2225,0.2952,44.73281,59.167684,29.906577,12.768496,17.138081,0.996886,0.425617,0.571269,17.752049,0.591735,1783.051538,0.875,14,0.071429,1,0.928571,13,0.125,2,0.933333,0.875,0.903226,0.955357,0.9,0.096429,0.903571,0.1,0.902222,0.9,0.900111,0.955357,0.593,0.008,0.589697,0.007277,5173940,40040,6623,?,0.191011
heart,9,2,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,26,4,0,86.666667,13.333333,0,0.732143,0.248733,0.32915,50.006926,65.972557,29.906577,15.168293,14.738284,0.996886,0.50561,0.491276,16.082259,0.536075,1615.334466,0.875,14,0.142857,2,0.857143,12,0.125,2,0.875,0.875,0.875,0.928571,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.928571,0.591,0.006,0.586297,0.006536,5059333,40040,6623,?,0.183521
heart,9,3,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,25,5,0,83.333333,16.666667,0,0.660633,0.2904,0.362038,58.383857,72.564332,29.906577,17.549004,12.357573,0.996886,0.584967,0.411919,13.442092,0.44807,1350.150818,0.9375,15,0.285714,4,0.714286,10,0.0625,1,0.789474,0.9375,0.857143,0.915179,0.833333,0.181548,0.818452,0.166667,0.845295,0.833333,0.830476,0.915179,0.579,0.006,0.574156,0.006017,4995579,40040,6623,?,0.168539
heart,9,4,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,26,4,0,86.666667,13.333333,0,0.734513,0.2937,0.385799,59.047309,77.326853,29.906577,19.951457,9.95512,0.996886,0.665049,0.331837,13.368302,0.44561,1342.73916,0.8125,13,0.071429,1,0.928571,13,0.1875,3,0.928571,0.8125,0.866667,0.870536,0.866667,0.125595,0.874405,0.133333,0.874405,0.866667,0.866667,0.870536,0.567,0.005,0.56175,0.004968,4929442,40040,6623,?,0.17603
heart,9,5,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,23,7,0,76.666667,23.333333,0,0.529148,0.293667,0.379778,59.040608,76.11997,29.906577,18.290588,11.615989,0.996886,0.609686,0.3872,12.82258,0.427419,1287.925798,0.8125,13,0.285714,4,0.714286,10,0.1875,3,0.764706,0.8125,0.787879,0.879464,0.766667,0.239881,0.760119,0.233333,0.766817,0.766667,0.765881,0.879464,0.596,0.011,0.59519,0.011009,4978472,40040,6623,?,0.172285
heart,9,6,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,27,3,0,90,10,0,0.79638,0.251267,0.317295,50.516243,63.596283,29.906577,14.513925,15.392652,0.996886,0.483797,0.513088,16.108925,0.536964,1618.012862,1,16,0.214286,3,0.785714,11,0,0,0.842105,1,0.914286,0.933036,0.9,0.114286,0.885714,0.1,0.915789,0.9,0.898286,0.933036,0.591,0.012,0.590837,0.011698,5071314,40040,6623,?,0.179775
heart,9,7,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,24,6,0,80,20,0,0.594595,0.2455,0.345933,49.356876,69.336335,29.906577,15.84977,14.056807,0.996886,0.528326,0.46856,15.816793,0.527226,1588.670544,0.875,14,0.285714,4,0.714286,10,0.125,2,0.777778,0.875,0.823529,0.910714,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.910714,0.596,0.01,0.594021,0.009962,5004072,40040,6623,?,0.172285
heart,9,8,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,268,29,25,4,0,86.206897,13.793103,0,0.717073,0.231138,0.354442,46.584556,71.239721,28.793911,18.560266,10.233645,0.992893,0.640009,0.352884,16.33543,0.563291,1640.040285,0.9375,15,0.230769,3,0.769231,10,0.0625,1,0.833333,0.9375,0.882353,0.879808,0.862069,0.155338,0.844662,0.137931,0.867294,0.862069,0.860379,0.879808,0.59,0.009,0.58702,0.00891,4945183,40181,6482,?,0.182836
heart,9,9,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,268,29,22,7,0,75.862069,24.137931,0,0.508475,0.274931,0.367505,55.410811,73.865184,28.793911,16.63014,12.163771,0.992893,0.573453,0.41944,13.336894,0.459893,1338.993973,0.8125,13,0.307692,4,0.692308,9,0.1875,3,0.764706,0.8125,0.787879,0.899038,0.758621,0.253813,0.746187,0.241379,0.758114,0.758621,0.75745,0.899038,0.603,0.008,0.599495,0.008002,4984804,40181,6482,?,0.16791
heart,9,10,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,268,29,25,4,0,86.206897,13.793103,0,0.721154,0.275241,0.348796,55.473359,70.104974,28.793911,15.940489,12.853422,0.992893,0.549672,0.443221,13.786168,0.475385,1384.100094,0.875,14,0.153846,2,0.846154,11,0.125,2,0.875,0.875,0.875,0.918269,0.862069,0.140915,0.859085,0.137931,0.862069,0.862069,0.862069,0.918269,0.597,0.008,0.593227,0.008094,5066243,40181,6482,?,0.186567
heart,10,1,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,24,6,0,80,20,0,0.598214,0.283433,0.399777,56.983234,80.128355,29.906577,22.009129,7.897448,0.996886,0.733638,0.263248,13.473141,0.449105,1353.269395,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.839286,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.839286,0.588,0.007,0.583043,0.006965,4874689,40040,6623,?,0.179775
heart,10,2,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,26,4,0,86.666667,13.333333,0,0.732143,0.209333,0.295012,42.0857,59.130091,29.906577,12.627314,17.279263,0.996886,0.42091,0.575975,18.396023,0.613201,1847.733611,0.875,14,0.142857,2,0.857143,12,0.125,2,0.875,0.875,0.875,0.959821,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.959821,0.599,0.006,0.593971,0.006448,5171762,40040,6623,?,0.198502
heart,10,3,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,26,4,0,86.666667,13.333333,0,0.732143,0.215833,0.310539,43.392501,62.242312,29.906577,14.193061,15.713516,0.996886,0.473102,0.523784,18.048853,0.601628,1812.863184,0.875,14,0.142857,2,0.857143,12,0.125,2,0.875,0.875,0.875,0.941964,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.941964,0.598,0.006,0.592904,0.005776,5126253,40040,6623,?,0.17603
heart,10,4,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,25,5,0,83.333333,16.666667,0,0.660633,0.238833,0.329797,48.016567,66.102164,29.906577,14.674673,15.231905,0.996886,0.489156,0.50773,16.407678,0.546923,1648.020206,0.9375,15,0.285714,4,0.714286,10,0.0625,1,0.789474,0.9375,0.857143,0.919643,0.833333,0.181548,0.818452,0.166667,0.845295,0.833333,0.830476,0.919643,0.593,0.005,0.587689,0.005366,5098259,40040,6623,?,0.183521
heart,10,5,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,25,5,0,83.333333,16.666667,0,0.663677,0.263767,0.352581,53.029322,70.668721,29.906577,16.535056,13.371521,0.996886,0.551169,0.445717,14.942334,0.498078,1500.838162,0.875,14,0.214286,3,0.785714,11,0.125,2,0.823529,0.875,0.848485,0.90625,0.833333,0.172619,0.827381,0.166667,0.834087,0.833333,0.832772,0.90625,0.606,0.011,0.605936,0.010817,5046492,40040,6623,?,0.191011
heart,10,6,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,24,6,0,80,20,0,0.598214,0.3169,0.399045,63.711584,79.98169,29.906577,20.417686,9.488891,0.996886,0.68059,0.316296,11.614418,0.387147,1166.575528,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.848214,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.848214,0.592,0.012,0.590958,0.011901,4940924,40040,6623,?,0.172285
heart,10,7,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,25,5,0,83.333333,16.666667,0,0.660633,0.271933,0.359024,54.671201,71.960194,29.906577,17.722545,12.184032,0.996886,0.590752,0.406134,14.554487,0.48515,1461.882003,0.9375,15,0.285714,4,0.714286,10,0.0625,1,0.789474,0.9375,0.857143,0.915179,0.833333,0.181548,0.818452,0.166667,0.845295,0.833333,0.830476,0.915179,0.594,0.011,0.591914,0.010665,4980842,40040,6623,?,0.161049
heart,10,8,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1145,268,29,22,7,0,75.862069,24.137931,0,0.522353,0.29731,0.368001,59.921236,73.964909,28.793911,17.550464,11.243447,0.992893,0.605188,0.387705,12.45921,0.429628,1250.876492,0.6875,11,0.153846,2,0.846154,11,0.3125,5,0.846154,0.6875,0.758621,0.903846,0.758621,0.224967,0.775033,0.241379,0.775033,0.758621,0.758621,0.903846,0.591,0.008,0.588396,0.008758,4965079,40181,6482,?,0.160448
heart,10,9,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1145,268,29,24,5,0,82.758621,17.241379,0,0.64891,0.288414,0.380603,58.128185,76.497753,28.793911,18.388574,10.405337,0.992893,0.634089,0.358805,12.893155,0.444592,1294.443653,0.875,14,0.230769,3,0.769231,10,0.125,2,0.823529,0.875,0.848485,0.850962,0.827586,0.183355,0.816645,0.172414,0.827924,0.827586,0.82675,0.850962,0.582,0.009,0.57879,0.008374,4994844,40181,6482,?,0.179104
heart,10,10,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1145,268,29,26,3,0,89.655172,10.344828,0,0.786241,0.288448,0.35017,58.135135,70.381136,28.793911,16.159901,12.63401,0.992893,0.557238,0.435656,13.08457,0.451192,1313.661259,1,16,0.230769,3,0.769231,10,0,0,0.842105,1,0.914286,0.927885,0.896552,0.127321,0.872679,0.103448,0.912886,0.896552,0.894239,0.927885,0.594,0.008,0.59044,0.008328,5103437,40181,6482,?,0.190299
heart,1,1,weka.classifiers.trees.RandomForest,'-I 1000 -K 8 -S 1',-2260823972777004705,20150617.1145,267,30,26,4,0,86.666667,13.333333,0,0.734513,0.215933,0.304172,43.412606,60.965971,29.906577,12.792163,17.114414,0.996886,0.426405,0.57048,17.76347,0.592116,1784.198752,0.8125,13,0.071429,1,0.928571,13,0.1875,3,0.928571,0.8125,0.866667,0.959821,0.866667,0.125595,0.874405,0.133333,0.874405,0.866667,0.866667,0.959821,0.963,0.007,0.95914,0.006948,4151214,40040,6623,?,0.187266
heart,1,2,weka.classifiers.trees.RandomForest,'-I 1000 -K 8 -S 1',-2260823972777004705,20150617.1145,267,30,27,3,0,90,10,0,0.79638,0.238567,0.310781,47.962955,62.290701,29.906577,13.828914,16.077663,0.996886,0.460964,0.535922,16.756867,0.558562,1683.093512,1,16,0.214286,3,0.785714,11,0,0,0.842105,1,0.914286,0.964286,0.9,0.114286,0.885714,0.1,0.915789,0.9,0.898286,0.964286,0.962,0.008,0.959351,0.008088,4141848,40040,6623,?,0.198502
heart,1,3,weka.classifiers.trees.RandomForest,'-I 1000 -K 8 -S 1',-2260823972777004705,20150617.1145,267,30,27,3,0,90,10,0,0.798206,0.2239,0.302039,45.014275,60.538562,29.906577,13.346504,16.560073,0.996886,0.444883,0.552002,17.720133,0.590671,1779.845796,0.9375,15,0.142857,2,0.857143,12,0.0625,1,0.882353,0.9375,0.909091,0.919643,0.9,0.105357,0.894643,0.1,0.901357,0.9,0.899663,0.919643,0.944,0.004,0.938259,0.004777,4140360,40040,6623,?,0.194757
heart,1,4,weka.classifiers.trees.RandomForest,'-I 1000 -K 8 -S 1',-2260823972777004705,20150617.1145,267,30,26,4,0,86.666667,13.333333,0,0.732143,0.2069,0.314958,41.596487,63.127916,29.906577,13.486617,16.41996,0.996886,0.449554,0.547332,18.24893,0.608298,1832.959325,0.875,14,0.142857,2,0.857143,12,0.125,2,0.875,0.875,0.875,0.933036,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.933036,0.945,0.006,0.940067,0.005495,4135939,40040,6623,?,0.187266
heart,1,5,weka.classifiers.trees.RandomForest,'-I 1000 -K 8 -S 1',-2260823972777004705,20150617.1145,267,30,27,3,0,90,10,0,0.79638,0.237067,0.299857,47.661385,60.101208,29.906577,13.343063,16.563514,0.996886,0.444769,0.552117,16.962963,0.565432,1703.794198,1,16,0.214286,3,0.785714,11,0,0,0.842105,1,0.914286,0.982143,0.9,0.114286,0.885714,0.1,0.915789,0.9,0.898286,0.982143,0.982,0.007,0.977216,0.007462,4157587,40040,6623,?,0.198502
heart,1,6,weka.classifiers.trees.RandomForest,'-I 1000 -K 8 -S 1',-2260823972777004705,20150617.1145,267,30,22,8,0,73.333333,26.666667,0,0.469027,0.320133,0.431817,64.361634,86.550392,29.906577,25.125906,4.780671,0.996886,0.83753,0.159356,11.074394,0.369146,1112.334399,0.6875,11,0.214286,3,0.785714,11,0.3125,5,0.785714,0.6875,0.733333,0.816964,0.733333,0.260119,0.739881,0.266667,0.739881,0.733333,0.733333,0.816964,0.93,0.007,0.926773,0.006824,3796844,40040,6623,?,0.172285
heart,1,7,weka.classifiers.trees.RandomForest,'-I 1000 -K 8 -S 1',-2260823972777004705,20150617.1145,267,30,24,6,0,80,20,0,0.605263,0.3339,0.428961,67.129372,85.977897,29.906577,23.968954,5.937623,0.996886,0.798965,0.197921,10.539664,0.351322,1058.625084,0.6875,11,0.071429,1,0.928571,13,0.3125,5,0.916667,0.6875,0.785714,0.825893,0.8,0.183929,0.816071,0.2,0.825926,0.8,0.798214,0.825893,0.942,0.009,0.938571,0.008589,3881101,40040,6623,?,0.172285
heart,1,8,weka.classifiers.trees.RandomForest,'-I 1000 -K 8 -S 1',-2260823972777004705,20150617.1145,268,29,25,4,0,86.206897,13.793103,0,0.721154,0.216172,0.303014,43.56834,60.903053,28.793911,12.631164,16.162747,0.992893,0.435557,0.557336,17.225446,0.593981,1729.39583,0.875,14,0.153846,2,0.846154,11,0.125,2,0.875,0.875,0.875,0.954327,0.862069,0.140915,0.859085,0.137931,0.862069,0.862069,0.862069,0.954327,0.968,0.004,0.960739,0.004182,4158073,40181,6482,?,0.186567
heart,1,9,weka.classifiers.trees.RandomForest,'-I 1000 -K 8 -S 1',-2260823972777004705,20150617.1145,268,29,17,12,0,58.62069,41.37931,0,0.15122,0.386379,0.477701,77.872587,96.013619,28.793911,26.131314,2.662597,0.992893,0.90108,0.091814,6.317662,0.21785,634.278945,0.6875,11,0.538462,7,0.461538,6,0.3125,5,0.611111,0.6875,0.647059,0.6875,0.586207,0.437168,0.562832,0.413793,0.581679,0.586207,0.581136,0.6875,0.904,0.005,0.899052,0.005206,3818777,40181,6482,?,0.164179
heart,1,10,weka.classifiers.trees.RandomForest,'-I 1000 -K 8 -S 1',-2260823972777004705,20150617.1145,268,29,26,3,0,89.655172,10.344828,0,0.786241,0.224379,0.339865,45.222394,68.309939,28.793911,15.836099,12.957812,0.992893,0.546072,0.446821,16.75155,0.57764,1681.817754,1,16,0.230769,3,0.769231,10,0,0,0.842105,1,0.914286,0.875,0.896552,0.127321,0.872679,0.103448,0.912886,0.896552,0.894239,0.875,0.942,0.006,0.939001,0.005747,4043833,40181,6482,?,0.197761
heart,2,1,weka.classifiers.trees.RandomForest,'-I 1000 -K 8 -S 1',-2260823972777004705,20150617.1145,267,30,27,3,0,90,10,0,0.8,0.239267,0.327336,48.103687,65.608808,29.906577,14.883182,15.023395,0.996886,0.496106,0.50078,16.602071,0.553402,1667.545443,0.875,14,0.071429,1,0.928571,13,0.125,2,0.933333,0.875,0.903226,0.933036,0.9,0.096429,0.903571,0.1,0.902222,0.9,0.900111,0.933036,0.98,0.008,0.976708,0.007501,4092520,40040,6623,?,0.198502
heart,2,2,weka.classifiers.trees.RandomForest,'-I 1000 -K 8 -S 1',-2260823972777004705,20150617.1145,267,30,25,5,0,83.333333,16.666667,0,0.666667,0.245367,0.337859,49.33007,67.718061,29.906577,15.334554,14.572023,0.996886,0.511152,0.485734,16.002781,0.533426,1607.351564,0.8125,13,0.142857,2,0.857143,12,0.1875,3,0.866667,0.8125,0.83871,0.915179,0.833333,0.16369,0.83631,0.166667,0.835556,0.833333,0.833519,0.915179,0.955,0.005,0.947369,0.004893,4067515,40040,6623,?,0.191011
heart,2,3,weka.classifiers.trees.RandomForest,'-I 1000 -K 8 -S 1',-2260823972777004705,20150617.1145,267,30,24,6,0,80,20,0,0.598214,0.2436,0.367201,48.974888,73.599095,29.906577,20.890975,9.015602,0.996886,0.696366,0.30052,16.080487,0.536016,1615.156493,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.875,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.875,0.937,0.006,0.930417,0.006172,3952877,40040,6623,?,0.161049
heart,2,4,weka.classifiers.trees.RandomForest,'-I 1000 -K 8 -S 1',-2260823972777004705,20150617.1145,267,30,24,6,0,80,20,0,0.594595,0.304267,0.400007,61.171699,80.174476,29.906577,20.552346,9.354231,0.996886,0.685078,0.311808,12.408878,0.413629,1246.372725,0.875,14,0.285714,4,0.714286,10,0.125,2,0.777778,0.875,0.823529,0.857143,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.857143,0.936,0.008,0.933017,0.007965,3930318,40040,6623,?,0.198502
heart,2,5,weka.classifiers.trees.RandomForest,'-I 1000 -K 8 -S 1',-2260823972777004705,20150617.1145,267,30,22,8,0,73.333333,26.666667,0,0.454545,0.311167,0.420419,62.558919,84.265833,29.906577,21.590593,8.315984,0.996886,0.719686,0.277199,11.559202,0.385307,1161.029561,0.875,14,0.428571,6,0.571429,8,0.125,2,0.7,0.875,0.777778,0.8125,0.733333,0.286905,0.713095,0.266667,0.746667,0.733333,0.725926,0.8125,0.927,0.006,0.922941,0.005315,3948484,40040,6623,?,0.168539
heart,2,6,weka.classifiers.trees.RandomForest,'-I 1000 -K 8 -S 1',-2260823972777004705,20150617.1145,267,30,22,8,0,73.333333,26.666667,0,0.473684,0.302233,0.4078,60.762905,81.736596,29.906577,21.463622,8.442955,0.996886,0.715454,0.281432,12.375328,0.412511,1243.002894,0.625,10,0.142857,2,0.857143,12,0.375,6,0.833333,0.625,0.714286,0.84375,0.733333,0.25119,0.74881,0.266667,0.755556,0.733333,0.730952,0.84375,0.934,0.006,0.929692,0.006207,3946469,40040,6623,?,0.187266
heart,2,7,weka.classifiers.trees.RandomForest,'-I 1000 -K 8 -S 1',-2260823972777004705,20150617.1145,267,30,28,2,0,93.333333,6.666667,0,0.864865,0.229633,0.297739,46.166941,59.676739,29.906577,13.064641,16.841936,0.996886,0.435488,0.561398,17.41437,0.580479,1749.134434,1,16,0.142857,2,0.857143,12,0,0,0.888889,1,0.941176,0.933036,0.933333,0.07619,0.92381,0.066667,0.940741,0.933333,0.93273,0.933036,0.962,0.008,0.958781,0.008108,4177893,40040,6623,?,0.187266
heart,2,8,weka.classifiers.trees.RandomForest,'-I 1000 -K 8 -S 1',-2260823972777004705,20150617.1145,268,29,23,6,0,79.310345,20.689655,0,0.581731,0.259793,0.358615,52.359846,72.07839,28.793911,16.034785,12.759126,0.992893,0.552924,0.43997,14.294574,0.492916,1435.142906,0.8125,13,0.230769,3,0.769231,10,0.1875,3,0.8125,0.8125,0.8125,0.920673,0.793103,0.211373,0.788627,0.206897,0.793103,0.793103,0.793103,0.920673,0.968,0.005,0.956529,0.004154,4058013,40181,6482,?,0.171642
heart,2,9,weka.classifiers.trees.RandomForest,'-I 1000 -K 8 -S 1',-2260823972777004705,20150617.1145,268,29,25,4,0,86.206897,13.793103,0,0.717073,0.259276,0.340158,52.255598,68.368665,28.793911,14.826441,13.96747,0.992893,0.511257,0.481637,14.48581,0.499511,1454.342625,0.9375,15,0.230769,3,0.769231,10,0.0625,1,0.833333,0.9375,0.882353,0.920673,0.862069,0.155338,0.844662,0.137931,0.867294,0.862069,0.860379,0.920673,0.946,0.005,0.940816,0.00498,4077007,40181,6482,?,0.190299
